game,date,result,__v,createdAt,updatedAt
"Mumbai Starline",2024-04-22T06:30:00.000Z,92,0,2024-04-22T06:30:00.000Z,2024-04-22T06:30:00.000Z
"Mumbai Starline",2024-04-22T07:00:00.000Z,41,0,2024-04-22T07:00:00.000Z,2024-04-22T07:00:00.000Z
"Mumbai Starline",2024-04-22T07:30:00.000Z,31,0,2024-04-22T07:30:00.000Z,2024-04-22T07:30:00.000Z
"Mumbai Starline",2024-04-22T08:00:00.000Z,00,0,2024-04-22T08:00:00.000Z,2024-04-22T08:00:00.000Z
"Mumbai Starline",2024-04-22T08:30:00.000Z,32,0,2024-04-22T08:30:00.000Z,2024-04-22T08:30:00.000Z
"Mumbai Starline",2024-04-22T09:00:00.000Z,55,0,2024-04-22T09:00:00.000Z,2024-04-22T09:00:00.000Z
"Mumbai Starline",2024-04-22T09:30:00.000Z,57,0,2024-04-22T09:30:00.000Z,2024-04-22T09:30:00.000Z
"Mumbai Starline",2024-04-22T10:00:00.000Z,17,0,2024-04-22T10:00:00.000Z,2024-04-22T10:00:00.000Z
"Mumbai Starline",2024-04-22T10:30:00.000Z,61,0,2024-04-22T10:30:00.000Z,2024-04-22T10:30:00.000Z
"Mumbai Starline",2024-04-22T11:00:00.000Z,44,0,2024-04-22T11:00:00.000Z,2024-04-22T11:00:00.000Z
"Mumbai Starline",2024-04-22T11:30:00.000Z,29,0,2024-04-22T11:30:00.000Z,2024-04-22T11:30:00.000Z
"Mumbai Starline",2024-04-22T12:00:00.000Z,15,0,2024-04-22T12:00:00.000Z,2024-04-22T12:00:00.000Z
"Mumbai Starline",2024-04-22T12:30:00.000Z,95,0,2024-04-22T12:30:00.000Z,2024-04-22T12:30:00.000Z
"Mumbai Starline",2024-04-22T13:00:00.000Z,86,0,2024-04-22T13:00:00.000Z,2024-04-22T13:00:00.000Z
"Mumbai Starline",2024-04-22T13:30:00.000Z,62,0,2024-04-22T13:30:00.000Z,2024-04-22T13:30:00.000Z
"Mumbai Starline",2024-04-22T14:00:00.000Z,51,0,2024-04-22T14:00:00.000Z,2024-04-22T14:00:00.000Z
"Mumbai Starline",2024-04-22T14:30:00.000Z,91,0,2024-04-22T14:30:00.000Z,2024-04-22T14:30:00.000Z
"Mumbai Starline",2024-04-22T15:00:00.000Z,14,0,2024-04-22T15:00:00.000Z,2024-04-22T15:00:00.000Z
"Mumbai Starline",2024-04-22T15:30:00.000Z,29,0,2024-04-22T15:30:00.000Z,2024-04-22T15:30:00.000Z
"Mumbai Starline",2024-04-22T16:00:00.000Z,79,0,2024-04-22T16:00:00.000Z,2024-04-22T16:00:00.000Z
"Mumbai Starline",2024-04-22T16:30:00.000Z,73,0,2024-04-22T16:30:00.000Z,2024-04-22T16:30:00.000Z
"Mumbai Starline",2024-04-23T04:30:00.000Z,38,0,2024-04-23T04:30:00.000Z,2024-04-23T04:30:00.000Z
"Mumbai Starline",2024-04-23T05:00:00.000Z,16,0,2024-04-23T05:00:00.000Z,2024-04-23T05:00:00.000Z
"Mumbai Starline",2024-04-23T05:30:00.000Z,65,0,2024-04-23T05:30:00.000Z,2024-04-23T05:30:00.000Z
"Mumbai Starline",2024-04-23T06:00:00.000Z,48,0,2024-04-23T06:00:00.000Z,2024-04-23T06:00:00.000Z
"Mumbai Starline",2024-04-23T06:30:00.000Z,19,0,2024-04-23T06:30:00.000Z,2024-04-23T06:30:00.000Z
"Mumbai Starline",2024-04-23T07:00:00.000Z,39,0,2024-04-23T07:00:00.000Z,2024-04-23T07:00:00.000Z
"Mumbai Starline",2024-04-23T07:30:00.000Z,26,0,2024-04-23T07:30:00.000Z,2024-04-23T07:30:00.000Z
"Mumbai Starline",2024-04-23T08:00:00.000Z,40,0,2024-04-23T08:00:00.000Z,2024-04-23T08:00:00.000Z
"Mumbai Starline",2024-04-23T08:30:00.000Z,94,0,2024-04-23T08:30:00.000Z,2024-04-23T08:30:00.000Z
"Mumbai Starline",2024-04-23T09:00:00.000Z,78,0,2024-04-23T09:00:00.000Z,2024-04-23T09:00:00.000Z
"Mumbai Starline",2024-04-23T09:30:00.000Z,15,0,2024-04-23T09:30:00.000Z,2024-04-23T09:30:00.000Z
"Mumbai Starline",2024-04-23T10:00:00.000Z,03,0,2024-04-23T10:00:00.000Z,2024-04-23T10:00:00.000Z
"Mumbai Starline",2024-04-23T10:30:00.000Z,21,0,2024-04-23T10:30:00.000Z,2024-04-23T10:30:00.000Z
"Mumbai Starline",2024-04-23T11:00:00.000Z,03,0,2024-04-23T11:00:00.000Z,2024-04-23T11:00:00.000Z
"Mumbai Starline",2024-04-23T11:30:00.000Z,89,0,2024-04-23T11:30:00.000Z,2024-04-23T11:30:00.000Z
"Mumbai Starline",2024-04-23T12:00:00.000Z,01,0,2024-04-23T12:00:00.000Z,2024-04-23T12:00:00.000Z
"Mumbai Starline",2024-04-23T12:30:00.000Z,86,0,2024-04-23T12:30:00.000Z,2024-04-23T12:30:00.000Z
"Mumbai Starline",2024-04-23T13:00:00.000Z,50,0,2024-04-23T13:00:00.000Z,2024-04-23T13:00:00.000Z
"Mumbai Starline",2024-04-23T13:30:00.000Z,63,0,2024-04-23T13:30:00.000Z,2024-04-23T13:30:00.000Z
"Mumbai Starline",2024-04-23T14:00:00.000Z,02,0,2024-04-23T14:00:00.000Z,2024-04-23T14:00:00.000Z
"Mumbai Starline",2024-04-23T14:30:00.000Z,61,0,2024-04-23T14:30:00.000Z,2024-04-23T14:30:00.000Z
"Mumbai Starline",2024-04-23T15:00:00.000Z,46,0,2024-04-23T15:00:00.000Z,2024-04-23T15:00:00.000Z
"Mumbai Starline",2024-04-23T15:30:00.000Z,45,0,2024-04-23T15:30:00.000Z,2024-04-23T15:30:00.000Z
"Mumbai Starline",2024-04-23T16:00:00.000Z,80,0,2024-04-23T16:00:00.000Z,2024-04-23T16:00:00.000Z
"Mumbai Starline",2024-04-23T16:30:00.000Z,39,0,2024-04-23T16:30:00.000Z,2024-04-23T16:30:00.000Z
"Mumbai Starline",2024-04-24T04:30:00.000Z,36,0,2024-04-24T04:30:00.000Z,2024-04-24T04:30:00.000Z
"Mumbai Starline",2024-04-24T05:00:00.000Z,90,0,2024-04-24T05:00:00.000Z,2024-04-24T05:00:00.000Z
"Mumbai Starline",2024-04-24T05:30:00.000Z,70,0,2024-04-24T05:30:00.000Z,2024-04-24T05:30:00.000Z
"Mumbai Starline",2024-04-24T06:00:00.000Z,46,0,2024-04-24T06:00:00.000Z,2024-04-24T06:00:00.000Z
"Mumbai Starline",2024-04-24T06:30:00.000Z,46,0,2024-04-24T06:30:00.000Z,2024-04-24T06:30:00.000Z
"Mumbai Starline",2024-04-24T07:00:00.000Z,25,0,2024-04-24T07:00:00.000Z,2024-04-24T07:00:00.000Z
"Mumbai Starline",2024-04-24T07:30:00.000Z,99,0,2024-04-24T07:30:00.000Z,2024-04-24T07:30:00.000Z
"Mumbai Starline",2024-04-24T08:00:00.000Z,46,0,2024-04-24T08:00:00.000Z,2024-04-24T08:00:00.000Z
"Mumbai Starline",2024-04-24T08:30:00.000Z,99,0,2024-04-24T08:30:00.000Z,2024-04-24T08:30:00.000Z
"Mumbai Starline",2024-04-24T09:00:00.000Z,74,0,2024-04-24T09:00:00.000Z,2024-04-24T09:00:00.000Z
"Mumbai Starline",2024-04-24T09:30:00.000Z,92,0,2024-04-24T09:30:00.000Z,2024-04-24T09:30:00.000Z
"Mumbai Starline",2024-04-24T10:00:00.000Z,07,0,2024-04-24T10:00:00.000Z,2024-04-24T10:00:00.000Z
"Mumbai Starline",2024-04-24T10:30:00.000Z,77,0,2024-04-24T10:30:00.000Z,2024-04-24T10:30:00.000Z
"Mumbai Starline",2024-04-24T11:00:00.000Z,10,0,2024-04-24T11:00:00.000Z,2024-04-24T11:00:00.000Z
"Mumbai Starline",2024-04-24T11:30:00.000Z,49,0,2024-04-24T11:30:00.000Z,2024-04-24T11:30:00.000Z
"Mumbai Starline",2024-04-24T12:00:00.000Z,80,0,2024-04-24T12:00:00.000Z,2024-04-24T12:00:00.000Z
"Mumbai Starline",2024-04-24T12:30:00.000Z,96,0,2024-04-24T12:30:00.000Z,2024-04-24T12:30:00.000Z
"Mumbai Starline",2024-04-24T13:00:00.000Z,33,0,2024-04-24T13:00:00.000Z,2024-04-24T13:00:00.000Z
"Mumbai Starline",2024-04-24T13:30:00.000Z,18,0,2024-04-24T13:30:00.000Z,2024-04-24T13:30:00.000Z
"Mumbai Starline",2024-04-24T14:00:00.000Z,48,0,2024-04-24T14:00:00.000Z,2024-04-24T14:00:00.000Z
"Mumbai Starline",2024-04-24T14:30:00.000Z,87,0,2024-04-24T14:30:00.000Z,2024-04-24T14:30:00.000Z
"Mumbai Starline",2024-04-24T15:00:00.000Z,57,0,2024-04-24T15:00:00.000Z,2024-04-24T15:00:00.000Z
"Mumbai Starline",2024-04-24T15:30:00.000Z,44,0,2024-04-24T15:30:00.000Z,2024-04-24T15:30:00.000Z
"Mumbai Starline",2024-04-24T16:00:00.000Z,87,0,2024-04-24T16:00:00.000Z,2024-04-24T16:00:00.000Z
"Mumbai Starline",2024-04-24T16:30:00.000Z,36,0,2024-04-24T16:30:00.000Z,2024-04-24T16:30:00.000Z
"Mumbai Starline",2024-04-25T04:30:00.000Z,45,0,2024-04-25T04:30:00.000Z,2024-04-25T04:30:00.000Z
"Mumbai Starline",2024-04-25T05:00:00.000Z,36,0,2024-04-25T05:00:00.000Z,2024-04-25T05:00:00.000Z
"Mumbai Starline",2024-04-25T05:30:00.000Z,99,0,2024-04-25T05:30:00.000Z,2024-04-25T05:30:00.000Z
"Mumbai Starline",2024-04-25T06:00:00.000Z,21,0,2024-04-25T06:00:00.000Z,2024-04-25T06:00:00.000Z
"Mumbai Starline",2024-04-25T06:30:00.000Z,56,0,2024-04-25T06:30:00.000Z,2024-04-25T06:30:00.000Z
"Mumbai Starline",2024-04-25T07:00:00.000Z,43,0,2024-04-25T07:00:00.000Z,2024-04-25T07:00:00.000Z
"Mumbai Starline",2024-04-25T07:30:00.000Z,62,0,2024-04-25T07:30:00.000Z,2024-04-25T07:30:00.000Z
"Mumbai Starline",2024-04-25T08:00:00.000Z,54,0,2024-04-25T08:00:00.000Z,2024-04-25T08:00:00.000Z
"Mumbai Starline",2024-04-25T08:30:00.000Z,35,0,2024-04-25T08:30:00.000Z,2024-04-25T08:30:00.000Z
"Mumbai Starline",2024-04-25T09:00:00.000Z,68,0,2024-04-25T09:00:00.000Z,2024-04-25T09:00:00.000Z
"Mumbai Starline",2024-04-25T09:30:00.000Z,52,0,2024-04-25T09:30:00.000Z,2024-04-25T09:30:00.000Z
"Mumbai Starline",2024-04-25T10:00:00.000Z,50,0,2024-04-25T10:00:00.000Z,2024-04-25T10:00:00.000Z
"Mumbai Starline",2024-04-25T10:30:00.000Z,14,0,2024-04-25T10:30:00.000Z,2024-04-25T10:30:00.000Z
"Mumbai Starline",2024-04-25T11:00:00.000Z,45,0,2024-04-25T11:00:00.000Z,2024-04-25T11:00:00.000Z
"Mumbai Starline",2024-04-25T11:30:00.000Z,69,0,2024-04-25T11:30:00.000Z,2024-04-25T11:30:00.000Z
"Mumbai Starline",2024-04-25T12:00:00.000Z,35,0,2024-04-25T12:00:00.000Z,2024-04-25T12:00:00.000Z
"Mumbai Starline",2024-04-25T12:30:00.000Z,00,0,2024-04-25T12:30:00.000Z,2024-04-25T12:30:00.000Z
"Mumbai Starline",2024-04-25T13:00:00.000Z,09,0,2024-04-25T13:00:00.000Z,2024-04-25T13:00:00.000Z
"Mumbai Starline",2024-04-25T13:30:00.000Z,99,0,2024-04-25T13:30:00.000Z,2024-04-25T13:30:00.000Z
"Mumbai Starline",2024-04-25T14:00:00.000Z,92,0,2024-04-25T14:00:00.000Z,2024-04-25T14:00:00.000Z
"Mumbai Starline",2024-04-25T14:30:00.000Z,18,0,2024-04-25T14:30:00.000Z,2024-04-25T14:30:00.000Z
"Mumbai Starline",2024-04-25T15:00:00.000Z,85,0,2024-04-25T15:00:00.000Z,2024-04-25T15:00:00.000Z
"Mumbai Starline",2024-04-25T15:30:00.000Z,57,0,2024-04-25T15:30:00.000Z,2024-04-25T15:30:00.000Z
"Mumbai Starline",2024-04-25T16:00:00.000Z,14,0,2024-04-25T16:00:00.000Z,2024-04-25T16:00:00.000Z
"Mumbai Starline",2024-04-25T16:30:00.000Z,47,0,2024-04-25T16:30:00.000Z,2024-04-25T16:30:00.000Z
"Mumbai Starline",2024-04-26T04:30:00.000Z,21,0,2024-04-26T04:30:00.000Z,2024-04-26T04:30:00.000Z
"Mumbai Starline",2024-04-26T05:00:00.000Z,92,0,2024-04-26T05:00:00.000Z,2024-04-26T05:00:00.000Z
"Mumbai Starline",2024-04-26T05:30:00.000Z,75,0,2024-04-26T05:30:00.000Z,2024-04-26T05:30:00.000Z
"Mumbai Starline",2024-04-26T06:00:00.000Z,20,0,2024-04-26T06:00:00.000Z,2024-04-26T06:00:00.000Z
"Mumbai Starline",2024-04-26T06:30:00.000Z,36,0,2024-04-26T06:30:00.000Z,2024-04-26T06:30:00.000Z
"Mumbai Starline",2024-04-26T07:00:00.000Z,28,0,2024-04-26T07:00:00.000Z,2024-04-26T07:00:00.000Z
"Mumbai Starline",2024-04-26T07:30:00.000Z,01,0,2024-04-26T07:30:00.000Z,2024-04-26T07:30:00.000Z
"Mumbai Starline",2024-04-26T08:00:00.000Z,02,0,2024-04-26T08:00:00.000Z,2024-04-26T08:00:00.000Z
"Mumbai Starline",2024-04-26T08:30:00.000Z,12,0,2024-04-26T08:30:00.000Z,2024-04-26T08:30:00.000Z
"Mumbai Starline",2024-04-26T09:00:00.000Z,71,0,2024-04-26T09:00:00.000Z,2024-04-26T09:00:00.000Z
"Mumbai Starline",2024-04-26T09:30:00.000Z,70,0,2024-04-26T09:30:00.000Z,2024-04-26T09:30:00.000Z
"Mumbai Starline",2024-04-26T10:00:00.000Z,36,0,2024-04-26T10:00:00.000Z,2024-04-26T10:00:00.000Z
"Mumbai Starline",2024-04-26T10:30:00.000Z,66,0,2024-04-26T10:30:00.000Z,2024-04-26T10:30:00.000Z
"Mumbai Starline",2024-04-26T11:00:00.000Z,05,0,2024-04-26T11:00:00.000Z,2024-04-26T11:00:00.000Z
"Mumbai Starline",2024-04-26T11:30:00.000Z,71,0,2024-04-26T11:30:00.000Z,2024-04-26T11:30:00.000Z
"Mumbai Starline",2024-04-26T12:00:00.000Z,93,0,2024-04-26T12:00:00.000Z,2024-04-26T12:00:00.000Z
"Mumbai Starline",2024-04-26T12:30:00.000Z,29,0,2024-04-26T12:30:00.000Z,2024-04-26T12:30:00.000Z
"Mumbai Starline",2024-04-26T13:00:00.000Z,06,0,2024-04-26T13:00:00.000Z,2024-04-26T13:00:00.000Z
"Mumbai Starline",2024-04-26T13:30:00.000Z,29,0,2024-04-26T13:30:00.000Z,2024-04-26T13:30:00.000Z
"Mumbai Starline",2024-04-26T14:00:00.000Z,18,0,2024-04-26T14:00:00.000Z,2024-04-26T14:00:00.000Z
"Mumbai Starline",2024-04-26T14:30:00.000Z,22,0,2024-04-26T14:30:00.000Z,2024-04-26T14:30:00.000Z
"Mumbai Starline",2024-04-26T15:00:00.000Z,85,0,2024-04-26T15:00:00.000Z,2024-04-26T15:00:00.000Z
"Mumbai Starline",2024-04-26T15:30:00.000Z,85,0,2024-04-26T15:30:00.000Z,2024-04-26T15:30:00.000Z
"Mumbai Starline",2024-04-26T16:00:00.000Z,82,0,2024-04-26T16:00:00.000Z,2024-04-26T16:00:00.000Z
"Mumbai Starline",2024-04-26T16:30:00.000Z,03,0,2024-04-26T16:30:00.000Z,2024-04-26T16:30:00.000Z
"Mumbai Starline",2024-04-27T04:30:00.000Z,68,0,2024-04-27T04:30:00.000Z,2024-04-27T04:30:00.000Z
"Mumbai Starline",2024-04-27T05:00:00.000Z,00,0,2024-04-27T05:00:00.000Z,2024-04-27T05:00:00.000Z
"Mumbai Starline",2024-04-27T05:30:00.000Z,06,0,2024-04-27T05:30:00.000Z,2024-04-27T05:30:00.000Z
"Mumbai Starline",2024-04-27T06:00:00.000Z,88,0,2024-04-27T06:00:00.000Z,2024-04-27T06:00:00.000Z
"Mumbai Starline",2024-04-27T06:30:00.000Z,18,0,2024-04-27T06:30:00.000Z,2024-04-27T06:30:00.000Z
"Mumbai Starline",2024-04-27T07:00:00.000Z,38,0,2024-04-27T07:00:00.000Z,2024-04-27T07:00:00.000Z
"Mumbai Starline",2024-04-27T07:30:00.000Z,61,0,2024-04-27T07:30:00.000Z,2024-04-27T07:30:00.000Z
"Mumbai Starline",2024-04-27T08:00:00.000Z,52,0,2024-04-27T08:00:00.000Z,2024-04-27T08:00:00.000Z
"Mumbai Starline",2024-04-27T08:30:00.000Z,60,0,2024-04-27T08:30:00.000Z,2024-04-27T08:30:00.000Z
"Mumbai Starline",2024-04-27T09:00:00.000Z,89,0,2024-04-27T09:00:00.000Z,2024-04-27T09:00:00.000Z
"Mumbai Starline",2024-04-27T09:30:00.000Z,13,0,2024-04-27T09:30:00.000Z,2024-04-27T09:30:00.000Z
"Mumbai Starline",2024-04-27T10:00:00.000Z,37,0,2024-04-27T10:00:00.000Z,2024-04-27T10:00:00.000Z
"Mumbai Starline",2024-04-27T10:30:00.000Z,07,0,2024-04-27T10:30:00.000Z,2024-04-27T10:30:00.000Z
"Mumbai Starline",2024-04-27T11:00:00.000Z,91,0,2024-04-27T11:00:00.000Z,2024-04-27T11:00:00.000Z
"Mumbai Starline",2024-04-27T11:30:00.000Z,81,0,2024-04-27T11:30:00.000Z,2024-04-27T11:30:00.000Z
"Mumbai Starline",2024-04-27T12:00:00.000Z,33,0,2024-04-27T12:00:00.000Z,2024-04-27T12:00:00.000Z
"Mumbai Starline",2024-04-27T12:30:00.000Z,62,0,2024-04-27T12:30:00.000Z,2024-04-27T12:30:00.000Z
"Mumbai Starline",2024-04-27T13:00:00.000Z,00,0,2024-04-27T13:00:00.000Z,2024-04-27T13:00:00.000Z
"Mumbai Starline",2024-04-27T13:30:00.000Z,09,0,2024-04-27T13:30:00.000Z,2024-04-27T13:30:00.000Z
"Mumbai Starline",2024-04-27T14:00:00.000Z,06,0,2024-04-27T14:00:00.000Z,2024-04-27T14:00:00.000Z
"Mumbai Starline",2024-04-27T14:30:00.000Z,97,0,2024-04-27T14:30:00.000Z,2024-04-27T14:30:00.000Z
"Mumbai Starline",2024-04-27T15:00:00.000Z,03,0,2024-04-27T15:00:00.000Z,2024-04-27T15:00:00.000Z
"Mumbai Starline",2024-04-27T15:30:00.000Z,90,0,2024-04-27T15:30:00.000Z,2024-04-27T15:30:00.000Z
"Mumbai Starline",2024-04-27T16:00:00.000Z,44,0,2024-04-27T16:00:00.000Z,2024-04-27T16:00:00.000Z
"Mumbai Starline",2024-04-27T16:30:00.000Z,61,0,2024-04-27T16:30:00.000Z,2024-04-27T16:30:00.000Z
"Mumbai Starline",2024-04-28T04:30:00.000Z,34,0,2024-04-28T04:30:00.000Z,2024-04-28T04:30:00.000Z
"Mumbai Starline",2024-04-28T05:00:00.000Z,83,0,2024-04-28T05:00:00.000Z,2024-04-28T05:00:00.000Z
"Mumbai Starline",2024-04-28T05:30:00.000Z,61,0,2024-04-28T05:30:00.000Z,2024-04-28T05:30:00.000Z
"Mumbai Starline",2024-04-28T06:00:00.000Z,34,0,2024-04-28T06:00:00.000Z,2024-04-28T06:00:00.000Z
"Mumbai Starline",2024-04-28T06:30:00.000Z,18,0,2024-04-28T06:30:00.000Z,2024-04-28T06:30:00.000Z
"Mumbai Starline",2024-04-28T07:00:00.000Z,04,0,2024-04-28T07:00:00.000Z,2024-04-28T07:00:00.000Z
"Mumbai Starline",2024-04-28T07:30:00.000Z,99,0,2024-04-28T07:30:00.000Z,2024-04-28T07:30:00.000Z
"Mumbai Starline",2024-04-28T08:00:00.000Z,92,0,2024-04-28T08:00:00.000Z,2024-04-28T08:00:00.000Z
"Mumbai Starline",2024-04-28T08:30:00.000Z,01,0,2024-04-28T08:30:00.000Z,2024-04-28T08:30:00.000Z
"Mumbai Starline",2024-04-28T09:00:00.000Z,72,0,2024-04-28T09:00:00.000Z,2024-04-28T09:00:00.000Z
"Mumbai Starline",2024-04-28T09:30:00.000Z,01,0,2024-04-28T09:30:00.000Z,2024-04-28T09:30:00.000Z
"Mumbai Starline",2024-04-28T10:00:00.000Z,63,0,2024-04-28T10:00:00.000Z,2024-04-28T10:00:00.000Z
"Mumbai Starline",2024-04-28T10:30:00.000Z,07,0,2024-04-28T10:30:00.000Z,2024-04-28T10:30:00.000Z
"Mumbai Starline",2024-04-28T11:00:00.000Z,62,0,2024-04-28T11:00:00.000Z,2024-04-28T11:00:00.000Z
"Mumbai Starline",2024-04-28T11:30:00.000Z,11,0,2024-04-28T11:30:00.000Z,2024-04-28T11:30:00.000Z
"Mumbai Starline",2024-04-28T12:00:00.000Z,80,0,2024-04-28T12:00:00.000Z,2024-04-28T12:00:00.000Z
"Mumbai Starline",2024-04-28T12:30:00.000Z,02,0,2024-04-28T12:30:00.000Z,2024-04-28T12:30:00.000Z
"Mumbai Starline",2024-04-28T13:00:00.000Z,31,0,2024-04-28T13:00:00.000Z,2024-04-28T13:00:00.000Z
"Mumbai Starline",2024-04-28T13:30:00.000Z,36,0,2024-04-28T13:30:00.000Z,2024-04-28T13:30:00.000Z
"Mumbai Starline",2024-04-28T14:00:00.000Z,75,0,2024-04-28T14:00:00.000Z,2024-04-28T14:00:00.000Z
"Mumbai Starline",2024-04-28T14:30:00.000Z,32,0,2024-04-28T14:30:00.000Z,2024-04-28T14:30:00.000Z
"Mumbai Starline",2024-04-28T15:00:00.000Z,71,0,2024-04-28T15:00:00.000Z,2024-04-28T15:00:00.000Z
"Mumbai Starline",2024-04-28T15:30:00.000Z,74,0,2024-04-28T15:30:00.000Z,2024-04-28T15:30:00.000Z
"Mumbai Starline",2024-04-28T16:00:00.000Z,45,0,2024-04-28T16:00:00.000Z,2024-04-28T16:00:00.000Z
"Mumbai Starline",2024-04-28T16:30:00.000Z,91,0,2024-04-28T16:30:00.000Z,2024-04-28T16:30:00.000Z
"Mumbai Starline",2024-04-29T04:30:00.000Z,14,0,2024-04-29T04:30:00.000Z,2024-04-29T04:30:00.000Z
"Mumbai Starline",2024-04-29T05:00:00.000Z,78,0,2024-04-29T05:00:00.000Z,2024-04-29T05:00:00.000Z
"Mumbai Starline",2024-04-29T05:30:00.000Z,21,0,2024-04-29T05:30:00.000Z,2024-04-29T05:30:00.000Z
"Mumbai Starline",2024-04-29T06:00:00.000Z,05,0,2024-04-29T06:00:00.000Z,2024-04-29T06:00:00.000Z
"Mumbai Starline",2024-04-29T06:30:00.000Z,04,0,2024-04-29T06:30:00.000Z,2024-04-29T06:30:00.000Z
"Mumbai Starline",2024-04-29T07:00:00.000Z,51,0,2024-04-29T07:00:00.000Z,2024-04-29T07:00:00.000Z
"Mumbai Starline",2024-04-29T07:30:00.000Z,85,0,2024-04-29T07:30:00.000Z,2024-04-29T07:30:00.000Z
"Mumbai Starline",2024-04-29T08:00:00.000Z,41,0,2024-04-29T08:00:00.000Z,2024-04-29T08:00:00.000Z
"Mumbai Starline",2024-04-29T08:30:00.000Z,19,0,2024-04-29T08:30:00.000Z,2024-04-29T08:30:00.000Z
"Mumbai Starline",2024-04-29T09:00:00.000Z,08,0,2024-04-29T09:00:00.000Z,2024-04-29T09:00:00.000Z
"Mumbai Starline",2024-04-29T09:30:00.000Z,41,0,2024-04-29T09:30:00.000Z,2024-04-29T09:30:00.000Z
"Mumbai Starline",2024-04-29T10:00:00.000Z,99,0,2024-04-29T10:00:00.000Z,2024-04-29T10:00:00.000Z
"Mumbai Starline",2024-04-29T10:30:00.000Z,97,0,2024-04-29T10:30:00.000Z,2024-04-29T10:30:00.000Z
"Mumbai Starline",2024-04-29T11:00:00.000Z,10,0,2024-04-29T11:00:00.000Z,2024-04-29T11:00:00.000Z
"Mumbai Starline",2024-04-29T11:30:00.000Z,69,0,2024-04-29T11:30:00.000Z,2024-04-29T11:30:00.000Z
"Mumbai Starline",2024-04-29T12:00:00.000Z,44,0,2024-04-29T12:00:00.000Z,2024-04-29T12:00:00.000Z
"Mumbai Starline",2024-04-29T12:30:00.000Z,72,0,2024-04-29T12:30:00.000Z,2024-04-29T12:30:00.000Z
"Mumbai Starline",2024-04-29T13:00:00.000Z,60,0,2024-04-29T13:00:00.000Z,2024-04-29T13:00:00.000Z
"Mumbai Starline",2024-04-29T13:30:00.000Z,70,0,2024-04-29T13:30:00.000Z,2024-04-29T13:30:00.000Z
"Mumbai Starline",2024-04-29T14:00:00.000Z,75,0,2024-04-29T14:00:00.000Z,2024-04-29T14:00:00.000Z
"Mumbai Starline",2024-04-29T14:30:00.000Z,87,0,2024-04-29T14:30:00.000Z,2024-04-29T14:30:00.000Z
"Mumbai Starline",2024-04-29T15:00:00.000Z,82,0,2024-04-29T15:00:00.000Z,2024-04-29T15:00:00.000Z
"Mumbai Starline",2024-04-29T15:30:00.000Z,75,0,2024-04-29T15:30:00.000Z,2024-04-29T15:30:00.000Z
"Mumbai Starline",2024-04-29T16:00:00.000Z,81,0,2024-04-29T16:00:00.000Z,2024-04-29T16:00:00.000Z
"Mumbai Starline",2024-04-29T16:30:00.000Z,09,0,2024-04-29T16:30:00.000Z,2024-04-29T16:30:00.000Z
"Mumbai Starline",2024-04-30T04:30:00.000Z,99,0,2024-04-30T04:30:00.000Z,2024-04-30T04:30:00.000Z
"Mumbai Starline",2024-04-30T05:00:00.000Z,88,0,2024-04-30T05:00:00.000Z,2024-04-30T05:00:00.000Z
"Mumbai Starline",2024-04-30T05:30:00.000Z,54,0,2024-04-30T05:30:00.000Z,2024-04-30T05:30:00.000Z
"Mumbai Starline",2024-04-30T06:00:00.000Z,85,0,2024-04-30T06:00:00.000Z,2024-04-30T06:00:00.000Z
"Mumbai Starline",2024-04-30T06:30:00.000Z,35,0,2024-04-30T06:30:00.000Z,2024-04-30T06:30:00.000Z
"Mumbai Starline",2024-04-30T07:00:00.000Z,24,0,2024-04-30T07:00:00.000Z,2024-04-30T07:00:00.000Z
"Mumbai Starline",2024-04-30T07:30:00.000Z,15,0,2024-04-30T07:30:00.000Z,2024-04-30T07:30:00.000Z
"Mumbai Starline",2024-04-30T08:00:00.000Z,97,0,2024-04-30T08:00:00.000Z,2024-04-30T08:00:00.000Z
"Mumbai Starline",2024-04-30T08:30:00.000Z,52,0,2024-04-30T08:30:00.000Z,2024-04-30T08:30:00.000Z
"Mumbai Starline",2024-04-30T09:00:00.000Z,95,0,2024-04-30T09:00:00.000Z,2024-04-30T09:00:00.000Z
"Mumbai Starline",2024-04-30T09:30:00.000Z,72,0,2024-04-30T09:30:00.000Z,2024-04-30T09:30:00.000Z
"Mumbai Starline",2024-04-30T10:00:00.000Z,45,0,2024-04-30T10:00:00.000Z,2024-04-30T10:00:00.000Z
"Mumbai Starline",2024-04-30T10:30:00.000Z,38,0,2024-04-30T10:30:00.000Z,2024-04-30T10:30:00.000Z
"Mumbai Starline",2024-04-30T11:00:00.000Z,56,0,2024-04-30T11:00:00.000Z,2024-04-30T11:00:00.000Z
"Mumbai Starline",2024-04-30T11:30:00.000Z,18,0,2024-04-30T11:30:00.000Z,2024-04-30T11:30:00.000Z
"Mumbai Starline",2024-04-30T12:00:00.000Z,62,0,2024-04-30T12:00:00.000Z,2024-04-30T12:00:00.000Z
"Mumbai Starline",2024-04-30T12:30:00.000Z,69,0,2024-04-30T12:30:00.000Z,2024-04-30T12:30:00.000Z
"Mumbai Starline",2024-04-30T13:00:00.000Z,47,0,2024-04-30T13:00:00.000Z,2024-04-30T13:00:00.000Z
"Mumbai Starline",2024-04-30T13:30:00.000Z,86,0,2024-04-30T13:30:00.000Z,2024-04-30T13:30:00.000Z
